#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  7.18e+06  |1616344042|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
    rgb_permutations|   2|    100000|     100|0.85682126|  PASSED  
    rgb_permutations|   3|    100000|     100|0.97107041|  PASSED  
    rgb_permutations|   4|    100000|     100|0.46006773|  PASSED  
    rgb_permutations|   5|    100000|     100|0.00182706|   WEAK   
      rgb_lagged_sum|   0|   1000000|     100|0.03326173|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.05387456|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.93556085|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.56177954|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.53075714|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.97957264|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.99626119|   WEAK   
      rgb_lagged_sum|   7|   1000000|     100|0.84475689|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.20696248|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.86572183|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.77684529|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.80172300|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.16379969|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.07773692|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.52496663|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.79522715|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.48450975|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.01868482|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.98448891|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.34024310|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.97691977|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.33271752|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.99307319|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.36269171|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.07769534|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.06889774|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.95699166|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.69000388|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.48259760|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.25775601|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.95312206|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.80795102|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.75798961|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.77393295|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.42869597|  PASSED  
             dab_dct| 256|     50000|       1|0.29261724|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.90526013|  PASSED  
        dab_filltree|  32|  15000000|       1|0.88055907|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.74399501|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.70764739|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.99626005|   WEAK   
